Date,Adj Close,Close,High,Low,Open,Volume
2023-01-03 00:00:00+00:00,143.26043701171875,147.1199951171875,150.4499969482422,145.72999572753906,149.5399932861328,2762200
2023-01-04 00:00:00+00:00,146.59071350097656,150.5399932861328,151.9600067138672,148.55999755859375,148.55999755859375,2620400
2023-01-05 00:00:00+00:00,143.082763671875,146.42999267578125,148.72000122070312,146.02000427246094,147.16000366210938,2505700
2023-01-06 00:00:00+00:00,146.73727416992188,150.1699981689453,150.42999267578125,145.47999572753906,147.74000549316406,3077400
2023-01-09 00:00:00+00:00,146.96202087402344,150.39999389648438,152.4499969482422,150.10000610351562,151.35000610351562,3219400
2023-01-10 00:00:00+00:00,148.52545166015625,152.0,152.17999267578125,149.27999877929688,150.50999450683594,2198400
2023-01-11 00:00:00+00:00,150.40158081054688,153.9199981689453,154.11000061035156,152.27000427246094,152.3000030517578,3113600
2023-01-12 00:00:00+00:00,151.3787078857422,154.9199981689453,155.75,152.39999389648438,154.75999450683594,3322400
2023-01-13 00:00:00+00:00,152.1995086669922,155.75999450683594,156.25,152.3000030517578,153.24000549316406,2391300
2023-01-17 00:00:00+00:00,150.23545837402344,153.75,156.10000610351562,153.3699951171875,155.5399932861328,3073400
2023-01-18 00:00:00+00:00,146.98158264160156,150.4199981689453,154.75999450683594,150.32000732421875,154.49000549316406,2762400
2023-01-19 00:00:00+00:00,143.49317932128906,146.85000610351562,148.0,144.1999969482422,146.61000061035156,3852300
2023-01-20 00:00:00+00:00,148.13461303710938,151.60000610351562,151.77999877929688,147.72000122070312,147.9600067138672,3954800
2023-01-23 00:00:00+00:00,150.47975158691406,154.0,155.05999755859375,151.5500030517578,152.0,3608700
2023-01-24 00:00:00+00:00,151.77935791015625,155.3300018310547,156.6699981689453,152.66000366210938,152.9199981689453,2348500
2023-01-25 00:00:00+00:00,153.18643188476562,156.77000427246094,157.05999755859375,153.3699951171875,153.49000549316406,2916500
2023-01-26 00:00:00+00:00,152.31675720214844,155.8800048828125,158.22999572753906,154.2899932861328,157.64999389648438,3640300
2023-01-27 00:00:00+00:00,168.3712158203125,172.30999755859375,175.5399932861328,165.5,166.8000030517578,13997300
2023-01-30 00:00:00+00:00,168.7131805419922,172.66000366210938,177.86000061035156,172.50999450683594,174.7899932861328,10240700
2023-01-31 00:00:00+00:00,170.9312744140625,174.92999267578125,175.30999755859375,171.89999389648438,172.91000366210938,5170900
2023-02-01 00:00:00+00:00,169.64149475097656,173.61000061035156,175.1199951171875,171.92999267578125,173.3800048828125,3725200
2023-02-02 00:00:00+00:00,169.17247009277344,173.1300048828125,175.22000122070312,171.0800018310547,174.16000366210938,6895500
2023-02-03 00:00:00+00:00,174.77146911621094,178.86000061035156,180.39999389648438,171.2100067138672,171.55999755859375,5305100
2023-02-06 00:00:00+00:00,172.44589233398438,176.47999572753906,177.75,175.69000244140625,176.74000549316406,3397800
2023-02-07 00:00:00+00:00,174.6151123046875,178.6999969482422,179.02999877929688,174.75,175.0500030517578,3526300
2023-02-08 00:00:00+00:00,174.9082489013672,179.0,180.10000610351562,177.8800048828125,179.75,2926500
2023-02-09 00:00:00+00:00,175.2698211669922,179.3699951171875,182.0800018310547,178.47999572753906,179.14999389648438,3557900
2023-02-10 00:00:00+00:00,175.15255737304688,179.25,179.72999572753906,176.49000549316406,178.57000732421875,2586200
2023-02-13 00:00:00+00:00,177.18502807617188,181.3300018310547,181.3800048828125,178.27999877929688,179.24000549316406,3102400
2023-02-14 00:00:00+00:00,176.88211059570312,181.02000427246094,182.14999389648438,178.7899932861328,180.30999755859375,2325900
2023-02-15 00:00:00+00:00,176.54010009765625,180.6699981689453,180.74000549316406,178.5,178.9199981689453,1501200
2023-02-16 00:00:00+00:00,173.8725128173828,177.94000244140625,179.8800048828125,177.67999267578125,179.47999572753906,1899100
2023-02-17 00:00:00+00:00,173.2471466064453,177.3000030517578,177.61000061035156,174.66000366210938,176.0500030517578,2355300
2023-02-21 00:00:00+00:00,169.5144500732422,173.47999572753906,176.5,173.32000732421875,175.1199951171875,2713300
2023-02-22 00:00:00+00:00,170.70655822753906,174.6999969482422,176.02000427246094,172.92999267578125,173.55999755859375,2468800
2023-02-23 00:00:00+00:00,171.13650512695312,175.13999938964844,176.60000610351562,172.86000061035156,175.24000549316406,2575300
2023-02-24 00:00:00+00:00,170.266845703125,174.25,174.94000244140625,172.19000244140625,173.69000244140625,1667400
2023-02-27 00:00:00+00:00,169.33856201171875,173.3000030517578,175.69000244140625,173.0800018310547,175.52999877929688,1909000
2023-02-28 00:00:00+00:00,170.0128173828125,173.99000549316406,175.33999633789062,173.5800018310547,174.00999450683594,2301400
2023-03-01 00:00:00+00:00,171.888916015625,175.91000366210938,177.1999969482422,173.00999450683594,173.50999450683594,2566500
2023-03-02 00:00:00+00:00,171.33192443847656,175.33999633789062,175.8300018310547,172.66000366210938,174.0399932861328,1795000
2023-03-03 00:00:00+00:00,174.99620056152344,179.08999633789062,179.38999938964844,175.22999572753906,176.00999450683594,2875600
2023-03-06 00:00:00+00:00,174.96688842773438,179.05999755859375,180.52000427246094,178.4600067138672,178.55999755859375,2730700
2023-03-07 00:00:00+00:00,171.31239318847656,175.32000732421875,178.89999389648438,175.0800018310547,178.6699981689453,2906400
2023-03-08 00:00:00+00:00,170.83360290527344,174.8300018310547,176.22000122070312,173.57000732421875,175.8300018310547,2101400
2023-03-09 00:00:00+00:00,168.18553161621094,172.1199951171875,180.27000427246094,171.9600067138672,179.60000610351562,4349400
2023-03-10 00:00:00+00:00,161.9123077392578,165.6999969482422,170.8300018310547,164.83999633789062,170.8300018310547,5104300
2023-03-13 00:00:00+00:00,154.02676391601562,157.6300048828125,161.99000549316406,157.4199981689453,161.49000549316406,6123200
2023-03-14 00:00:00+00:00,160.1632080078125,163.91000366210938,164.32000732421875,160.8800048828125,161.5,5284000
2023-03-15 00:00:00+00:00,156.1569061279297,159.80999755859375,159.9600067138672,155.92999267578125,157.91000366210938,6100800
2023-03-16 00:00:00+00:00,157.05592346191406,160.72999572753906,161.9199981689453,156.10000610351562,158.05999755859375,4737300
2023-03-17 00:00:00+00:00,152.94216918945312,156.52000427246094,158.64999389648438,154.89999389648438,158.22000122070312,7447200
2023-03-20 00:00:00+00:00,155.11143493652344,158.74000549316406,160.69000244140625,157.57000732421875,158.3699951171875,3054300
2023-03-21 00:00:00+00:00,160.79833984375,164.55999755859375,164.57000732421875,161.6999969482422,162.94000244140625,3986800
2023-03-22 00:00:00+00:00,159.0297393798828,162.75,166.77000427246094,162.5,164.6300048828125,4367300
2023-03-23 00:00:00+00:00,159.03952026367188,162.75999450683594,166.24000549316406,160.82000732421875,162.6699981689453,3727500
2023-03-24 00:00:00+00:00,156.1276092529297,159.77999877929688,160.7100067138672,157.82000732421875,160.52000427246094,2588700
2023-03-27 00:00:00+00:00,159.39126586914062,163.1199951171875,164.47000122070312,161.8300018310547,163.9499969482422,3984300
2023-03-28 00:00:00+00:00,155.57066345214844,159.2100067138672,162.58999633789062,158.19000244140625,162.2100067138672,4883700
